product_id,category,product_name,price
156,Sports,Sports - Wonder,416.55
157,Electronics,Electronics - Language,466.43
158,Fashion,Fashion - Throughout,107.41
159,Sports,Sports - Test,341.27
160,Fashion,Fashion - Scientist,164.72
161,Toys,Toys - General,69.19
162,Home,Home - Have,325.14
163,Sports,Sports - Set,406.12
164,Toys,Toys - Benefit,73.25
165,Electronics,Electronics - Kitchen,32.51
166,Electronics,Electronics - Father,71.19
167,Fashion,Fashion - Catch,33.19
168,Home,Home - Throughout,206.78
169,Home,Home - Discover,208.99
170,Electronics,Electronics - Look,151.25
171,Sports,Sports - Including,139.9
172,Sports,Sports - Everybody,403.66
173,Fashion,Fashion - Our,379.51
174,Books,Books - Run,208.26
175,Home,Home - Behavior,376.44
176,Home,Home - Begin,170.31
177,Books,Books - Imagine,460.29
178,Electronics,Electronics - Direction,281.64
179,Sports,Sports - Low,120.84
180,Sports,Sports - Operation,178.45
181,Home,Home - Heart,15.12
182,Books,Books - Camera,343.94
183,Books,Books - Catch,75.63
184,Books,Books - Interview,91.97
185,Books,Books - Dog,13.61
186,Toys,Toys - Give,102.68
187,Home,Home - Mouth,119.0
188,Fashion,Fashion - Hold,443.75
189,Electronics,Electronics - Represent,440.32
190,Fashion,Fashion - Through,340.77
191,Toys,Toys - Writer,325.26
192,Sports,Sports - Challenge,457.1
193,Home,Home - Water,410.84
194,Toys,Toys - Public,180.85
195,Electronics,Electronics - Open,417.9
196,Sports,Sports - Teacher,71.58
197,Books,Books - Amount,57.92
198,Fashion,Fashion - Dark,246.05
199,Electronics,Electronics - There,175.74
200,Toys,Toys - Happen,78.45
