order_id,customer_id,product_id,order_date,quantity,total_amount
182,761,43,2023-04-15,1,1332.35
183,761,36,2025-08-08,1,834.9
184,761,219,2024-02-03,1,834.17
185,761,52,2024-03-02,1,550.17
186,761,174,2024-11-14,1,552.74
187,761,135,2024-10-21,1,1989.08
188,761,39,2024-11-17,1,1664.38
189,761,299,2023-07-14,2,1792.48
190,761,241,2025-08-17,1,1590.82
191,761,135,2024-05-25,1,1989.08
192,457,83,2024-05-24,2,420.2
193,457,173,2022-08-07,2,3481.44
194,457,237,2025-08-13,1,393.34
195,457,183,2025-06-02,1,1921.24
196,457,226,2025-04-25,1,500.3
197,457,26,2024-09-30,1,918.79
198,457,257,2024-12-22,1,884.87
199,457,122,2025-03-22,1,1506.02
200,457,1,2025-03-27,2,1639.1
201,457,243,2025-04-16,1,1020.7
202,457,278,2021-09-07,1,1436.13
203,457,190,2025-05-26,3,403.65
204,457,263,2025-04-18,1,1068.59
205,457,175,2025-08-21,1,1276.84
206,457,153,2022-07-17,1,37.4
207,457,42,2023-12-07,3,4025.04
208,457,258,2025-04-08,1,1382.55
209,457,3,2023-09-25,1,473.43
210,457,257,2024-11-11,1,884.87
211,457,288,2023-08-11,4,7864.28
212,457,179,2025-06-23,1,1899.19
213,457,296,2024-12-14,2,1318.42
214,457,128,2021-10-07,2,1927.56
215,457,135,2025-08-04,1,1989.08
216,457,53,2023-05-30,2,34.36
217,457,257,2024-05-23,1,884.87
218,457,36,2025-05-10,1,834.9
219,457,34,2024-12-22,1,1731.66
220,457,265,2023-03-12,3,1165.71
221,457,38,2025-01-20,5,1547.55
222,66,87,2020-11-24,3,5546.07
223,66,185,2024-04-11,1,1551.05
224,66,235,2025-02-27,3,5296.5
225,66,291,2025-01-20,2,459.46
226,66,96,2024-12-05,3,4861.74
227,66,213,2023-06-30,1,1897.35
228,66,91,2025-08-15,1,153.01
229,66,203,2024-11-12,1,1821.87
230,66,161,2024-05-04,1,1088.35
231,66,278,2025-07-03,2,2872.26
232,66,158,2024-09-18,1,1433.51
233,66,135,2025-03-22,1,1989.08
234,66,2,2024-03-28,1,79.24
235,66,293,2021-07-21,1,677.54
236,66,206,2024-12-28,1,1882.1
237,66,127,2025-06-08,2,2422.6
238,66,209,2025-09-02,1,1007.63
239,66,170,2023-11-19,1,164.74
240,66,99,2024-07-09,1,1294.02
241,66,62,2024-02-21,2,1387.24
242,287,87,2024-05-18,2,3697.38
243,287,15,2023-11-18,1,1174.83
244,287,81,2024-03-09,1,232.48
245,287,137,2023-04-26,1,296.37
246,287,294,2024-08-15,4,6063.12
247,287,18,2025-06-27,1,505.06
248,287,236,2025-03-26,1,95.26
249,287,201,2024-11-21,3,4976.88
250,287,66,2024-02-26,1,426.41
251,287,65,2025-07-27,1,114.29
252,287,128,2024-09-03,1,963.78
253,287,96,2023-09-24,1,1620.58
254,287,203,2025-05-31,1,1821.87
255,287,287,2021-03-17,1,600.29
256,287,97,2023-12-15,1,953.88
257,287,171,2025-06-01,3,3621.69
258,287,70,2023-01-12,1,1337.76
259,287,95,2023-10-09,3,5726.07
260,287,204,2024-06-16,1,310.27
261,287,292,2024-01-02,1,518.24
262,287,181,2025-08-19,1,1527.35
263,287,192,2024-12-09,2,1452.36
264,287,31,2025-06-27,3,4277.22
265,636,99,2024-09-10,1,1294.02
266,636,137,2024-09-30,1,296.37
267,636,193,2024-04-20,1,1585.17
268,636,278,2025-04-16,1,1436.13
269,636,169,2025-01-02,1,365.01
270,636,255,2024-03-13,2,3288.42
271,636,43,2025-08-29,1,1332.35
272,636,94,2024-06-28,1,1016.6
273,636,197,2025-07-26,1,1999.19
274,636,252,2025-09-03,1,534.73
275,636,51,2025-02-25,1,1317.37
276,636,148,2025-02-06,1,378.69
277,636,117,2023-09-07,1,676.84
278,636,29,2023-05-29,2,332.36
279,636,267,2024-09-16,1,418.52
280,636,124,2023-10-06,2,2716.44
281,636,62,2023-08-03,1,693.62
282,636,115,2025-03-17,1,1689.63
283,636,29,2024-08-11,1,166.18
284,636,195,2022-09-07,5,8041.55
285,636,205,2025-06-09,1,1869.8
286,636,51,2023-02-02,1,1317.37
287,636,79,2022-01-11,3,1872.0
288,636,99,2025-09-02,1,1294.02
289,636,100,2024-08-02,2,1756.66
290,636,143,2023-07-16,1,100.26
291,636,209,2025-04-03,1,1007.63
292,68,78,2023-11-25,4,3215.6
293,68,286,2025-01-27,4,5997.04
294,68,171,2025-08-02,1,1207.23
295,68,190,2025-02-02,1,134.55
296,68,252,2022-09-13,1,534.73
297,68,259,2022-06-21,1,1224.9
298,68,63,2022-11-24,2,2717.16
299,68,211,2024-07-16,1,1804.49
300,68,91,2024-09-15,1,153.01
301,68,16,2025-03-05,2,598.74
302,68,91,2024-04-22,1,153.01
303,68,235,2024-01-07,3,5296.5
304,68,47,2024-12-23,1,1114.75
305,68,137,2025-03-31,1,296.37
306,68,233,2024-12-30,1,1686.49
307,68,95,2025-05-25,3,5726.07
308,68,48,2025-08-10,2,912.38
309,68,98,2025-02-12,1,211.49
310,68,190,2025-07-03,2,269.1
311,68,108,2022-08-09,1,1419.12
312,68,22,2025-03-10,1,1484.73
313,68,297,2025-03-15,1,1963.46
314,68,34,2024-08-09,1,1731.66
315,68,289,2024-12-05,1,1088.88
316,328,286,2024-08-09,1,1499.26
317,328,125,2025-08-04,2,3080.06
318,328,75,2025-02-25,1,1603.64
319,328,273,2024-11-21,1,408.13
320,328,207,2025-08-11,1,396.62
321,328,259,2025-08-27,4,4899.6
322,328,94,2025-06-21,1,1016.6
323,328,20,2025-04-21,1,1581.02
324,328,130,2022-06-03,1,172.33
325,328,64,2024-03-30,3,1860.9
326,328,277,2021-07-18,1,469.51
327,328,275,2023-07-31,3,3699.84
328,396,45,2025-06-22,1,1157.95
329,396,168,2022-04-21,1,851.88
330,396,284,2024-10-23,1,1765.08
331,396,47,2024-11-12,1,1114.75
332,396,221,2024-07-06,3,5928.33
333,396,201,2025-08-22,1,1658.96
334,396,283,2024-11-15,1,1072.63
335,396,43,2025-02-10,1,1332.35
336,396,279,2024-09-11,1,1929.21
337,396,290,2025-08-13,1,1010.9
338,396,8,2025-05-10,1,744.21
339,396,198,2024-01-08,1,1539.48
340,396,241,2025-05-13,1,1590.82
341,396,266,2024-03-07,3,1801.53
342,396,112,2025-04-08,1,728.38
343,396,86,2025-08-21,2,2259.3
344,396,36,2023-10-04,1,834.9
345,396,221,2023-02-05,1,1976.11
346,396,221,2025-04-19,1,1976.11
347,396,15,2024-05-26,2,2349.66
348,396,291,2025-06-22,1,229.73
349,396,219,2024-01-13,1,834.17
350,396,78,2025-01-28,1,803.9
351,396,217,2024-01-20,1,1610.35
352,396,160,2024-10-13,1,1867.08
353,245,107,2024-11-16,1,1935.55
354,245,80,2025-06-17,1,1559.34
355,245,18,2024-09-14,1,505.06
356,245,183,2024-07-25,5,9606.2
357,245,200,2023-11-30,4,5447.28
358,245,164,2024-07-23,4,6398.76
359,245,62,2024-01-02,1,693.62
360,245,254,2022-11-07,2,2101.68
361,245,132,2025-08-30,1,1893.09
362,245,3,2025-04-25,1,473.43
363,245,297,2022-03-28,1,1963.46
364,245,180,2024-02-27,1,1359.73
365,245,134,2025-07-08,1,795.93
366,245,247,2025-04-11,2,1577.88
367,245,83,2024-01-23,3,630.3
368,245,204,2025-04-18,2,620.54
369,245,244,2025-08-12,1,82.63
370,245,63,2025-01-28,3,4075.74
371,378,49,2024-11-25,4,6144.12
372,378,287,2025-01-26,1,600.29
373,378,299,2025-07-20,1,896.24
374,378,79,2024-12-26,2,1248.0
375,378,52,2023-10-30,1,550.17
376,378,191,2025-07-30,2,1206.82
377,378,287,2024-07-14,1,600.29
378,378,242,2025-06-29,2,1468.76
379,378,244,2024-08-12,1,82.63
380,378,274,2025-07-26,1,1126.23
381,378,87,2025-02-19,1,1848.69
382,378,210,2025-01-24,1,1163.39
383,378,114,2025-04-28,2,3999.9
384,378,204,2025-08-06,1,310.27
385,378,121,2025-08-27,1,1440.57
386,378,155,2025-07-05,1,1514.57
387,378,192,2024-12-26,4,2904.72
388,378,95,2024-11-26,2,3817.38
389,378,24,2025-04-27,1,1189.36
390,378,293,2024-09-01,2,1355.08
391,378,98,2022-02-10,1,211.49
392,378,184,2024-01-13,1,1037.9
393,378,266,2024-11-03,1,600.51
394,378,143,2025-08-15,1,100.26
395,378,271,2025-06-09,1,88.92
396,611,265,2022-01-29,1,388.57
397,611,266,2025-03-26,3,1801.53
398,611,213,2023-08-08,1,1897.35
399,611,292,2022-03-27,3,1554.72
400,611,37,2024-10-20,1,628.48
401,611,226,2024-07-22,1,500.3
402,611,69,2024-08-29,1,1408.82
403,611,147,2020-09-20,1,1231.55
404,611,168,2022-08-02,1,851.88
405,611,147,2024-09-21,1,1231.55
406,611,11,2023-02-22,1,555.38
407,611,38,2024-01-17,1,309.51
408,611,19,2025-01-21,1,1733.56
409,611,213,2025-08-07,2,3794.7
410,611,251,2024-06-23,1,1169.49
411,611,185,2025-01-27,2,3102.1
412,611,181,2025-07-09,1,1527.35
413,611,233,2025-08-31,1,1686.49
414,611,67,2025-08-28,3,1978.8
415,611,129,2023-08-23,1,209.67
416,611,167,2025-03-25,1,1595.6
417,527,141,2024-04-18,1,1455.83
418,527,134,2023-04-23,2,1591.86
419,527,217,2021-11-22,2,3220.7
420,527,228,2024-06-02,1,322.89
421,527,15,2024-04-02,2,2349.66
422,527,60,2021-12-08,1,1325.57
423,527,227,2024-09-28,1,1157.49
424,527,48,2025-08-03,2,912.38
425,527,280,2024-12-25,1,1870.39
426,527,236,2023-08-24,2,190.52
427,527,225,2025-05-27,2,1167.94
428,527,193,2025-01-05,4,6340.68
429,527,279,2025-07-06,1,1929.21
430,527,263,2024-10-30,2,2137.18
431,527,15,2025-06-02,1,1174.83
432,527,200,2025-03-05,2,2723.64
433,527,187,2025-02-12,2,551.56
434,527,129,2022-09-28,1,209.67
435,527,103,2025-07-17,1,1197.78
436,527,115,2025-03-05,1,1689.63
437,659,127,2025-08-23,3,3633.9
438,659,230,2024-05-05,1,1890.74
439,659,1,2025-08-23,2,1639.1
440,659,281,2025-01-12,1,402.91
441,659,241,2025-08-12,1,1590.82
442,659,96,2024-02-03,1,1620.58
443,659,154,2024-06-21,1,1467.22
444,659,160,2024-01-07,2,3734.16
445,659,108,2025-03-23,1,1419.12
446,659,63,2023-12-09,1,1358.58
447,659,29,2022-11-26,1,166.18
448,659,165,2024-01-29,1,882.27
449,659,76,2023-12-03,1,1380.77
450,659,167,2023-05-20,1,1595.6
451,659,156,2025-09-07,1,1094.3
452,659,234,2023-08-25,1,21.31
453,659,3,2024-12-29,1,473.43
454,659,99,2024-01-29,1,1294.02
455,659,40,2025-04-27,2,2980.9
456,659,145,2023-07-19,2,75.58
457,659,6,2025-06-03,4,810.2
458,659,143,2022-09-21,1,100.26
459,659,294,2020-11-23,4,6063.12
460,659,129,2023-06-26,1,209.67
461,659,222,2023-07-26,3,4567.59
462,659,214,2023-01-10,3,1276.68
463,530,287,2025-02-08,1,600.29
464,530,228,2025-07-31,1,322.89
465,530,83,2023-07-09,1,210.1
466,530,286,2025-01-09,1,1499.26
467,530,61,2022-10-23,1,831.3
468,530,236,2025-05-24,1,95.26
469,530,144,2025-01-30,1,130.3
470,530,136,2023-05-29,1,640.78
471,530,19,2023-10-20,1,1733.56
472,530,228,2025-04-29,4,1291.56
473,530,38,2024-07-19,1,309.51
474,530,32,2025-01-25,1,593.32
475,530,237,2025-03-03,1,393.34
476,530,222,2025-04-23,1,1522.53
477,530,217,2022-06-19,1,1610.35
478,530,256,2024-10-06,1,1896.67
479,530,206,2024-09-14,3,5646.3
480,530,199,2025-07-11,1,1944.9
481,530,11,2024-06-27,1,555.38
482,530,215,2025-06-16,1,1279.79
483,530,144,2024-08-11,1,130.3
484,530,108,2024-08-12,1,1419.12
485,530,26,2021-10-20,1,918.79
486,530,145,2025-01-26,1,37.79
487,530,40,2021-07-17,1,1490.45
488,530,168,2024-06-26,1,851.88
489,530,234,2023-11-07,1,21.31
490,530,117,2025-07-30,2,1353.68
491,530,41,2024-01-18,5,623.3
492,530,170,2025-05-19,1,164.74
493,623,115,2024-11-11,1,1689.63
494,623,53,2025-08-06,1,17.18
495,623,58,2025-07-22,1,1767.27
496,623,284,2025-04-25,1,1765.08
497,623,59,2024-07-29,2,2475.18
498,623,54,2025-06-03,1,804.56
499,623,1,2025-07-26,1,819.55
500,623,184,2023-12-04,1,1037.9
501,623,203,2025-02-22,1,1821.87
502,623,225,2024-10-03,3,1751.91
503,623,27,2023-12-23,2,3390.72
504,623,172,2024-09-06,1,890.6
505,623,186,2025-09-05,1,574.73
506,623,68,2025-07-28,1,864.16
507,623,135,2023-10-16,1,1989.08
508,623,173,2025-08-17,4,6962.88
509,623,122,2024-01-23,2,3012.04
510,722,287,2025-05-26,1,600.29
511,722,125,2024-07-06,2,3080.06
512,722,245,2023-07-24,3,2750.07
513,722,172,2023-12-25,3,2671.8
514,722,24,2025-07-11,1,1189.36
515,722,203,2025-02-13,1,1821.87
516,722,8,2023-05-26,1,744.21
517,722,264,2025-06-20,2,3090.24
518,722,294,2024-04-01,1,1515.78
519,722,15,2023-06-02,1,1174.83
520,722,287,2025-04-13,1,600.29
521,722,299,2023-02-02,4,3584.96
522,722,213,2024-05-13,2,3794.7
523,722,147,2024-10-31,1,1231.55
524,722,95,2024-04-25,1,1908.69
525,722,83,2024-11-20,1,210.1
526,722,92,2022-09-11,2,237.0
527,722,190,2024-08-04,3,403.65
528,722,159,2024-06-14,1,407.17
529,722,60,2024-05-15,1,1325.57
530,722,245,2025-08-18,3,2750.07
531,722,104,2023-08-23,4,774.16
532,722,267,2025-05-29,1,418.52
533,722,10,2024-11-24,1,737.83
534,722,83,2025-06-05,3,630.3
535,722,35,2024-12-17,1,460.84
536,361,139,2024-08-27,2,2465.24
537,361,46,2025-06-04,1,966.97
538,361,75,2025-06-13,1,1603.64
539,361,156,2025-09-07,1,1094.3
540,361,204,2024-12-23,4,1241.08
541,361,14,2025-01-11,1,1131.33
542,361,149,2025-03-18,4,2897.6
543,361,190,2024-05-25,1,134.55
544,361,219,2023-10-19,1,834.17
545,361,131,2025-05-18,3,5433.27
546,361,47,2025-03-10,2,2229.5
547,361,215,2024-07-04,4,5119.16
548,361,143,2024-05-06,5,501.3
549,361,281,2025-02-10,1,402.91
550,361,161,2025-01-05,2,2176.7
551,361,219,2025-08-09,1,834.17
552,361,272,2025-01-12,1,887.54
553,361,115,2024-11-17,1,1689.63
554,361,157,2025-08-10,5,4798.35
555,361,140,2024-05-17,1,435.23
556,361,231,2025-05-09,2,970.5
557,361,42,2025-03-30,3,4025.04
558,361,6,2024-06-05,1,202.55
559,361,203,2024-08-18,2,3643.74
560,31,154,2025-07-17,1,1467.22
561,31,281,2021-01-21,1,402.91
562,31,296,2021-02-03,2,1318.42
563,31,110,2025-01-21,3,4221.45
564,31,126,2023-08-22,1,840.23
565,31,217,2025-07-15,1,1610.35
566,31,268,2025-08-15,2,1401.72
567,31,179,2025-08-21,1,1899.19
568,31,193,2024-08-16,3,4755.51
569,31,183,2024-12-14,1,1921.24
570,31,241,2024-11-02,1,1590.82
571,31,204,2024-10-01,1,310.27
572,31,120,2024-09-12,2,1756.32
573,31,110,2024-06-23,3,4221.45
574,31,66,2024-05-31,3,1279.23
575,31,291,2024-12-15,1,229.73
576,31,77,2022-02-23,4,6759.0
577,31,128,2025-08-04,1,963.78
578,31,132,2025-03-17,1,1893.09
579,31,151,2025-02-28,1,783.96
580,31,229,2025-08-09,1,1758.76
581,31,41,2023-07-15,1,124.66
582,261,66,2025-03-14,1,426.41
583,261,186,2023-11-05,4,2298.92
584,261,278,2025-03-19,1,1436.13
585,261,227,2025-03-20,1,1157.49
586,261,132,2021-06-18,1,1893.09
587,261,220,2025-05-25,3,3645.87
588,261,139,2023-12-17,1,1232.62
589,261,76,2025-05-21,1,1380.77
590,261,74,2024-05-15,1,234.77
591,261,295,2024-12-14,1,1279.26
592,261,151,2023-09-24,1,783.96
593,261,59,2024-02-15,1,1237.59
594,261,220,2025-04-04,1,1215.29
595,261,227,2023-02-04,1,1157.49
596,261,142,2024-05-19,2,3106.92
597,261,224,2022-06-24,2,1803.88
598,261,194,2024-12-09,1,724.99
599,261,91,2024-07-10,1,153.01
600,261,274,2024-02-15,5,5631.15
601,261,217,2024-02-27,3,4831.05
602,261,23,2025-06-14,1,131.8
603,261,66,2024-05-15,1,426.41
604,261,66,2023-11-13,4,1705.64
605,261,21,2025-05-02,1,36.48
606,261,94,2025-09-10,1,1016.6
607,261,106,2024-06-24,1,167.6
608,261,60,2025-02-22,1,1325.57
609,638,198,2024-10-09,1,1539.48
610,638,55,2023-06-21,1,1493.49
611,638,1,2024-04-23,2,1639.1
612,638,262,2023-09-21,1,630.94
613,638,50,2024-01-08,4,5148.72
614,638,56,2024-10-05,1,910.02
615,638,241,2022-11-23,1,1590.82
616,638,54,2023-06-05,1,804.56
617,638,192,2024-12-30,2,1452.36
618,638,114,2023-12-01,1,1999.95
619,638,220,2024-10-30,1,1215.29
620,638,85,2024-12-06,3,4640.49
621,638,192,2023-06-14,1,726.18
622,638,98,2025-03-06,1,211.49
623,638,75,2023-04-20,1,1603.64
624,638,116,2025-05-15,1,1081.84
625,638,19,2023-11-01,1,1733.56
626,638,149,2024-02-07,1,724.4
627,638,5,2024-01-04,1,1485.83
628,638,219,2025-01-11,3,2502.51
629,638,120,2021-12-11,3,2634.48
630,638,52,2025-05-19,3,1650.51
631,638,153,2022-06-25,3,112.2
632,638,69,2025-02-08,1,1408.82
633,638,287,2021-04-14,1,600.29
634,638,255,2024-12-24,2,3288.42
635,638,192,2020-12-28,3,2178.54
636,747,100,2024-09-19,1,878.33
637,747,249,2025-08-30,3,4256.82
638,747,71,2022-07-24,2,3448.44
639,747,5,2022-05-24,1,1485.83
640,747,54,2024-12-30,4,3218.24
641,747,271,2024-11-27,3,266.76
642,747,12,2024-03-15,1,1327.22
643,747,53,2023-12-23,1,17.18
644,747,57,2024-02-21,1,1444.58
645,747,299,2022-12-25,1,896.24
646,747,144,2023-10-26,1,130.3
647,747,47,2024-05-21,1,1114.75
648,747,188,2024-12-25,1,1797.86
649,747,291,2025-04-29,3,689.19
650,747,59,2025-08-16,1,1237.59
651,747,54,2024-07-31,1,804.56
652,747,28,2025-04-14,1,1426.24
653,571,21,2024-01-16,1,36.48
654,571,107,2024-08-12,1,1935.55
655,571,115,2024-08-15,3,5068.89
656,571,203,2024-12-13,1,1821.87
657,571,19,2023-07-22,1,1733.56
658,571,158,2024-06-29,2,2867.02
659,571,294,2024-04-15,1,1515.78
660,571,299,2025-07-23,1,896.24
661,571,188,2021-11-21,1,1797.86
662,571,295,2022-11-30,2,2558.52
663,571,256,2025-04-06,1,1896.67
664,571,60,2025-01-04,1,1325.57
665,571,83,2024-10-13,1,210.1
666,571,172,2024-01-31,2,1781.2
667,571,5,2022-12-03,3,4457.49
668,571,141,2022-08-11,1,1455.83
669,571,90,2023-07-05,1,552.97
670,571,183,2024-10-31,1,1921.24
671,571,263,2023-08-01,2,2137.18
672,571,178,2025-06-09,1,139.13
673,571,245,2025-06-12,1,916.69
674,216,213,2021-07-11,1,1897.35
675,216,113,2020-09-19,4,7582.4
676,216,241,2022-11-02,1,1590.82
677,216,139,2024-10-16,1,1232.62
678,216,140,2023-02-04,4,1740.92
679,216,192,2025-05-12,4,2904.72
680,216,137,2023-12-19,4,1185.48
681,216,224,2021-08-10,5,4509.7
682,216,32,2025-05-27,1,593.32
683,216,77,2025-07-08,3,5069.25
684,216,219,2024-10-20,1,834.17
685,216,178,2022-09-29,1,139.13
686,216,51,2022-10-11,2,2634.74
687,216,156,2025-06-03,1,1094.3
688,216,98,2025-05-22,1,211.49
689,216,73,2022-08-31,1,861.42
690,216,1,2025-09-10,1,819.55
691,216,2,2024-03-11,1,79.24
692,216,261,2024-04-10,1,1996.26
693,216,143,2024-08-28,1,100.26
694,79,76,2025-05-11,1,1380.77
695,79,19,2025-05-02,1,1733.56
696,79,141,2020-11-25,1,1455.83
697,79,19,2024-12-19,1,1733.56
698,79,94,2025-06-26,2,2033.2
699,79,16,2024-11-12,2,598.74
700,79,71,2025-06-10,1,1724.22
701,79,66,2025-06-13,4,1705.64
702,79,237,2025-08-12,1,393.34
703,79,16,2025-09-05,4,1197.48
704,79,200,2021-04-03,1,1361.82
705,79,56,2024-04-04,3,2730.06
706,79,200,2021-12-31,1,1361.82
707,79,181,2024-12-02,1,1527.35
708,79,79,2023-03-29,1,624.0
709,79,284,2024-11-01,1,1765.08
710,579,287,2025-02-27,1,600.29
